year,shadow,name,city,region,country,latitude,longitude,is_groundhog,type,active,was_spring
1996,FALSE,Octoraro Orphie,Quarryville,Pennsylvania,USA,39.8255413,-76.0919567,FALSE,Taxidermied groundhog,TRUE,TRUE
1997,TRUE,Octoraro Orphie,Quarryville,Pennsylvania,USA,39.8255413,-76.0919567,FALSE,Taxidermied groundhog,TRUE,TRUE
1998,TRUE,Octoraro Orphie,Quarryville,Pennsylvania,USA,39.8255413,-76.0919567,FALSE,Taxidermied groundhog,TRUE,TRUE
1999,FALSE,Octoraro Orphie,Quarryville,Pennsylvania,USA,39.8255413,-76.0919567,FALSE,Taxidermied groundhog,TRUE,FALSE
2000,TRUE,Octoraro Orphie,Quarryville,Pennsylvania,USA,39.8255413,-76.0919567,FALSE,Taxidermied groundhog,TRUE,TRUE
2001,TRUE,Octoraro Orphie,Quarryville,Pennsylvania,USA,39.8255413,-76.0919567,FALSE,Taxidermied groundhog,TRUE,TRUE
2002,TRUE,Octoraro Orphie,Quarryville,Pennsylvania,USA,39.8255413,-76.0919567,FALSE,Taxidermied groundhog,TRUE,TRUE
2003,TRUE,Octoraro Orphie,Quarryville,Pennsylvania,USA,39.8255413,-76.0919567,FALSE,Taxidermied groundhog,TRUE,TRUE
2004,TRUE,Octoraro Orphie,Quarryville,Pennsylvania,USA,39.8255413,-76.0919567,FALSE,Taxidermied groundhog,TRUE,TRUE
2005,TRUE,Octoraro Orphie,Quarryville,Pennsylvania,USA,39.8255413,-76.0919567,FALSE,Taxidermied groundhog,TRUE,TRUE
2006,TRUE,Octoraro Orphie,Quarryville,Pennsylvania,USA,39.8255413,-76.0919567,FALSE,Taxidermied groundhog,TRUE,TRUE
2007,TRUE,Octoraro Orphie,Quarryville,Pennsylvania,USA,39.8255413,-76.0919567,FALSE,Taxidermied groundhog,TRUE,TRUE
2008,TRUE,Octoraro Orphie,Quarryville,Pennsylvania,USA,39.8255413,-76.0919567,FALSE,Taxidermied groundhog,TRUE,TRUE
2009,TRUE,Octoraro Orphie,Quarryville,Pennsylvania,USA,39.8255413,-76.0919567,FALSE,Taxidermied groundhog,TRUE,TRUE
2010,FALSE,Octoraro Orphie,Quarryville,Pennsylvania,USA,39.8255413,-76.0919567,FALSE,Taxidermied groundhog,TRUE,FALSE
2011,TRUE,Octoraro Orphie,Quarryville,Pennsylvania,USA,39.8255413,-76.0919567,FALSE,Taxidermied groundhog,TRUE,TRUE
2012,FALSE,Octoraro Orphie,Quarryville,Pennsylvania,USA,39.8255413,-76.0919567,FALSE,Taxidermied groundhog,TRUE,FALSE
2013,TRUE,Octoraro Orphie,Quarryville,Pennsylvania,USA,39.8255413,-76.0919567,FALSE,Taxidermied groundhog,TRUE,TRUE
2014,TRUE,Octoraro Orphie,Quarryville,Pennsylvania,USA,39.8255413,-76.0919567,FALSE,Taxidermied groundhog,TRUE,TRUE
2015,FALSE,Octoraro Orphie,Quarryville,Pennsylvania,USA,39.8255413,-76.0919567,FALSE,Taxidermied groundhog,TRUE,FALSE
2016,FALSE,Octoraro Orphie,Quarryville,Pennsylvania,USA,39.8255413,-76.0919567,FALSE,Taxidermied groundhog,TRUE,FALSE
2017,TRUE,Octoraro Orphie,Quarryville,Pennsylvania,USA,39.8255413,-76.0919567,FALSE,Taxidermied groundhog,TRUE,TRUE
2018,FALSE,Octoraro Orphie,Quarryville,Pennsylvania,USA,39.8255413,-76.0919567,FALSE,Taxidermied groundhog,TRUE,FALSE
2019,TRUE,Octoraro Orphie,Quarryville,Pennsylvania,USA,39.8255413,-76.0919567,FALSE,Taxidermied groundhog,TRUE,TRUE
2020,FALSE,Octoraro Orphie,Quarryville,Pennsylvania,USA,39.8255413,-76.0919567,FALSE,Taxidermied groundhog,TRUE,FALSE
2022,FALSE,Octoraro Orphie,Quarryville,Pennsylvania,USA,39.8255413,-76.0919567,FALSE,Taxidermied groundhog,TRUE,FALSE
2023,FALSE,Octoraro Orphie,Quarryville,Pennsylvania,USA,39.8255413,-76.0919567,FALSE,Taxidermied groundhog,TRUE,FALSE
1955,FALSE,Wiarton Willie,Wiarton,Ontario,Canada,44.7438686,-81.1386838,TRUE,Groundhog,TRUE,FALSE
1956,FALSE,Wiarton Willie,Wiarton,Ontario,Canada,44.7438686,-81.1386838,TRUE,Groundhog,TRUE,FALSE
1959,FALSE,Wiarton Willie,Wiarton,Ontario,Canada,44.7438686,-81.1386838,TRUE,Groundhog,TRUE,FALSE
1960,TRUE,Wiarton Willie,Wiarton,Ontario,Canada,44.7438686,-81.1386838,TRUE,Groundhog,TRUE,TRUE
1961,TRUE,Wiarton Willie,Wiarton,Ontario,Canada,44.7438686,-81.1386838,TRUE,Groundhog,TRUE,TRUE
1962,TRUE,Wiarton Willie,Wiarton,Ontario,Canada,44.7438686,-81.1386838,TRUE,Groundhog,TRUE,TRUE
1966,TRUE,Wiarton Willie,Wiarton,Ontario,Canada,44.7438686,-81.1386838,TRUE,Groundhog,TRUE,TRUE
1968,FALSE,Wiarton Willie,Wiarton,Ontario,Canada,44.7438686,-81.1386838,TRUE,Groundhog,TRUE,FALSE
1969,TRUE,Wiarton Willie,Wiarton,Ontario,Canada,44.7438686,-81.1386838,TRUE,Groundhog,TRUE,TRUE
1970,FALSE,Wiarton Willie,Wiarton,Ontario,Canada,44.7438686,-81.1386838,TRUE,Groundhog,TRUE,FALSE
1971,FALSE,Wiarton Willie,Wiarton,Ontario,Canada,44.7438686,-81.1386838,TRUE,Groundhog,TRUE,FALSE
1972,FALSE,Wiarton Willie,Wiarton,Ontario,Canada,44.7438686,-81.1386838,TRUE,Groundhog,TRUE,FALSE
1973,TRUE,Wiarton Willie,Wiarton,Ontario,Canada,44.7438686,-81.1386838,TRUE,Groundhog,TRUE,TRUE
1974,TRUE,Wiarton Willie,Wiarton,Ontario,Canada,44.7438686,-81.1386838,TRUE,Groundhog,TRUE,TRUE
1975,TRUE,Wiarton Willie,Wiarton,Ontario,Canada,44.7438686,-81.1386838,TRUE,Groundhog,TRUE,TRUE
1976,TRUE,Wiarton Willie,Wiarton,Ontario,Canada,44.7438686,-81.1386838,TRUE,Groundhog,TRUE,FALSE
1978,TRUE,Wiarton Willie,Wiarton,Ontario,Canada,44.7438686,-81.1386838,TRUE,Groundhog,TRUE,FALSE
1979,TRUE,Wiarton Willie,Wiarton,Ontario,Canada,44.7438686,-81.1386838,TRUE,Groundhog,TRUE,FALSE
1980,FALSE,Wiarton Willie,Wiarton,Ontario,Canada,44.7438686,-81.1386838,TRUE,Groundhog,TRUE,FALSE
1983,FALSE,Wiarton Willie,Wiarton,Ontario,Canada,44.7438686,-81.1386838,TRUE,Groundhog,TRUE,FALSE
1984,FALSE,Wiarton Willie,Wiarton,Ontario,Canada,44.7438686,-81.1386838,TRUE,Groundhog,TRUE,FALSE
1985,FALSE,Wiarton Willie,Wiarton,Ontario,Canada,44.7438686,-81.1386838,TRUE,Groundhog,TRUE,FALSE
1986,FALSE,Wiarton Willie,Wiarton,Ontario,Canada,44.7438686,-81.1386838,TRUE,Groundhog,TRUE,FALSE
1987,FALSE,Wiarton Willie,Wiarton,Ontario,Canada,44.7438686,-81.1386838,TRUE,Groundhog,TRUE,FALSE
1988,FALSE,Wiarton Willie,Wiarton,Ontario,Canada,44.7438686,-81.1386838,TRUE,Groundhog,TRUE,FALSE
1989,TRUE,Wiarton Willie,Wiarton,Ontario,Canada,44.7438686,-81.1386838,TRUE,Groundhog,TRUE,TRUE
1990,FALSE,Wiarton Willie,Wiarton,Ontario,Canada,44.7438686,-81.1386838,TRUE,Groundhog,TRUE,FALSE
1991,TRUE,Wiarton Willie,Wiarton,Ontario,Canada,44.7438686,-81.1386838,TRUE,Groundhog,TRUE,FALSE
1992,FALSE,Wiarton Willie,Wiarton,Ontario,Canada,44.7438686,-81.1386838,TRUE,Groundhog,TRUE,FALSE
1993,TRUE,Wiarton Willie,Wiarton,Ontario,Canada,44.7438686,-81.1386838,TRUE,Groundhog,TRUE,TRUE
1994,TRUE,Wiarton Willie,Wiarton,Ontario,Canada,44.7438686,-81.1386838,TRUE,Groundhog,TRUE,TRUE
1995,TRUE,Wiarton Willie,Wiarton,Ontario,Canada,44.7438686,-81.1386838,TRUE,Groundhog,TRUE,FALSE
1996,FALSE,Wiarton Willie,Wiarton,Ontario,Canada,44.7438686,-81.1386838,TRUE,Groundhog,TRUE,FALSE
1997,FALSE,Wiarton Willie,Wiarton,Ontario,Canada,44.7438686,-81.1386838,TRUE,Groundhog,TRUE,FALSE
1998,FALSE,Wiarton Willie,Wiarton,Ontario,Canada,44.7438686,-81.1386838,TRUE,Groundhog,TRUE,FALSE
1999,FALSE,Wiarton Willie,Wiarton,Ontario,Canada,44.7438686,-81.1386838,TRUE,Groundhog,TRUE,FALSE
2000,TRUE,Wiarton Willie,Wiarton,Ontario,Canada,44.7438686,-81.1386838,TRUE,Groundhog,TRUE,TRUE
2001,FALSE,Wiarton Willie,Wiarton,Ontario,Canada,44.7438686,-81.1386838,TRUE,Groundhog,TRUE,FALSE
2002,FALSE,Wiarton Willie,Wiarton,Ontario,Canada,44.7438686,-81.1386838,TRUE,Groundhog,TRUE,TRUE
2003,FALSE,Wiarton Willie,Wiarton,Ontario,Canada,44.7438686,-81.1386838,TRUE,Groundhog,TRUE,FALSE
2004,TRUE,Wiarton Willie,Wiarton,Ontario,Canada,44.7438686,-81.1386838,TRUE,Groundhog,TRUE,TRUE
2005,FALSE,Wiarton Willie,Wiarton,Ontario,Canada,44.7438686,-81.1386838,TRUE,Groundhog,TRUE,FALSE
2006,FALSE,Wiarton Willie,Wiarton,Ontario,Canada,44.7438686,-81.1386838,TRUE,Groundhog,TRUE,FALSE
2007,FALSE,Wiarton Willie,Wiarton,Ontario,Canada,44.7438686,-81.1386838,TRUE,Groundhog,TRUE,FALSE
2008,FALSE,Wiarton Willie,Wiarton,Ontario,Canada,44.7438686,-81.1386838,TRUE,Groundhog,TRUE,FALSE
2009,TRUE,Wiarton Willie,Wiarton,Ontario,Canada,44.7438686,-81.1386838,TRUE,Groundhog,TRUE,TRUE
2010,TRUE,Wiarton Willie,Wiarton,Ontario,Canada,44.7438686,-81.1386838,TRUE,Groundhog,TRUE,TRUE
2011,FALSE,Wiarton Willie,Wiarton,Ontario,Canada,44.7438686,-81.1386838,TRUE,Groundhog,TRUE,TRUE
2012,FALSE,Wiarton Willie,Wiarton,Ontario,Canada,44.7438686,-81.1386838,TRUE,Groundhog,TRUE,FALSE
2013,FALSE,Wiarton Willie,Wiarton,Ontario,Canada,44.7438686,-81.1386838,TRUE,Groundhog,TRUE,FALSE
2014,TRUE,Wiarton Willie,Wiarton,Ontario,Canada,44.7438686,-81.1386838,TRUE,Groundhog,TRUE,TRUE
2015,FALSE,Wiarton Willie,Wiarton,Ontario,Canada,44.7438686,-81.1386838,TRUE,Groundhog,TRUE,FALSE
2016,TRUE,Wiarton Willie,Wiarton,Ontario,Canada,44.7438686,-81.1386838,TRUE,Groundhog,TRUE,TRUE
2017,TRUE,Wiarton Willie,Wiarton,Ontario,Canada,44.7438686,-81.1386838,TRUE,Groundhog,TRUE,FALSE
2018,TRUE,Wiarton Willie,Wiarton,Ontario,Canada,44.7438686,-81.1386838,TRUE,Groundhog,TRUE,TRUE
2019,FALSE,Wiarton Willie,Wiarton,Ontario,Canada,44.7438686,-81.1386838,TRUE,Groundhog,TRUE,TRUE
2020,TRUE,Wiarton Willie,Wiarton,Ontario,Canada,44.7438686,-81.1386838,TRUE,Groundhog,TRUE,TRUE
2021,FALSE,Wiarton Willie,Wiarton,Ontario,Canada,44.7438686,-81.1386838,TRUE,Groundhog,TRUE,FALSE
2022,FALSE,Wiarton Willie,Wiarton,Ontario,Canada,44.7438686,-81.1386838,TRUE,Groundhog,TRUE,FALSE
2023,FALSE,Wiarton Willie,Wiarton,Ontario,Canada,44.7438686,-81.1386838,TRUE,Groundhog,TRUE,FALSE
1969,TRUE,Jimmy the Groundhog,Sun Prairie,Wisconsin,USA,43.1826322,-89.2143204,TRUE,Groundhog,TRUE,TRUE
1970,FALSE,Jimmy the Groundhog,Sun Prairie,Wisconsin,USA,43.1826322,-89.2143204,TRUE,Groundhog,TRUE,FALSE
1971,TRUE,Jimmy the Groundhog,Sun Prairie,Wisconsin,USA,43.1826322,-89.2143204,TRUE,Groundhog,TRUE,TRUE
1972,FALSE,Jimmy the Groundhog,Sun Prairie,Wisconsin,USA,43.1826322,-89.2143204,TRUE,Groundhog,TRUE,TRUE
1973,FALSE,Jimmy the Groundhog,Sun Prairie,Wisconsin,USA,43.1826322,-89.2143204,TRUE,Groundhog,TRUE,FALSE
1974,FALSE,Jimmy the Groundhog,Sun Prairie,Wisconsin,USA,43.1826322,-89.2143204,TRUE,Groundhog,TRUE,FALSE
1975,TRUE,Jimmy the Groundhog,Sun Prairie,Wisconsin,USA,43.1826322,-89.2143204,TRUE,Groundhog,TRUE,TRUE
1976,TRUE,Jimmy the Groundhog,Sun Prairie,Wisconsin,USA,43.1826322,-89.2143204,TRUE,Groundhog,TRUE,TRUE
1977,FALSE,Jimmy the Groundhog,Sun Prairie,Wisconsin,USA,43.1826322,-89.2143204,TRUE,Groundhog,TRUE,FALSE
1978,TRUE,Jimmy the Groundhog,Sun Prairie,Wisconsin,USA,43.1826322,-89.2143204,TRUE,Groundhog,TRUE,TRUE
1979,FALSE,Jimmy the Groundhog,Sun Prairie,Wisconsin,USA,43.1826322,-89.2143204,TRUE,Groundhog,TRUE,FALSE
1980,TRUE,Jimmy the Groundhog,Sun Prairie,Wisconsin,USA,43.1826322,-89.2143204,TRUE,Groundhog,TRUE,TRUE
1981,TRUE,Jimmy the Groundhog,Sun Prairie,Wisconsin,USA,43.1826322,-89.2143204,TRUE,Groundhog,TRUE,TRUE
1982,FALSE,Jimmy the Groundhog,Sun Prairie,Wisconsin,USA,43.1826322,-89.2143204,TRUE,Groundhog,TRUE,FALSE
1983,FALSE,Jimmy the Groundhog,Sun Prairie,Wisconsin,USA,43.1826322,-89.2143204,TRUE,Groundhog,TRUE,FALSE
1984,FALSE,Jimmy the Groundhog,Sun Prairie,Wisconsin,USA,43.1826322,-89.2143204,TRUE,Groundhog,TRUE,FALSE
1985,TRUE,Jimmy the Groundhog,Sun Prairie,Wisconsin,USA,43.1826322,-89.2143204,TRUE,Groundhog,TRUE,TRUE
1986,FALSE,Jimmy the Groundhog,Sun Prairie,Wisconsin,USA,43.1826322,-89.2143204,TRUE,Groundhog,TRUE,FALSE
1987,FALSE,Jimmy the Groundhog,Sun Prairie,Wisconsin,USA,43.1826322,-89.2143204,TRUE,Groundhog,TRUE,FALSE
1988,TRUE,Jimmy the Groundhog,Sun Prairie,Wisconsin,USA,43.1826322,-89.2143204,TRUE,Groundhog,TRUE,TRUE
1989,FALSE,Jimmy the Groundhog,Sun Prairie,Wisconsin,USA,43.1826322,-89.2143204,TRUE,Groundhog,TRUE,FALSE
1990,FALSE,Jimmy the Groundhog,Sun Prairie,Wisconsin,USA,43.1826322,-89.2143204,TRUE,Groundhog,TRUE,FALSE
1991,TRUE,Jimmy the Groundhog,Sun Prairie,Wisconsin,USA,43.1826322,-89.2143204,TRUE,Groundhog,TRUE,TRUE
1992,TRUE,Jimmy the Groundhog,Sun Prairie,Wisconsin,USA,43.1826322,-89.2143204,TRUE,Groundhog,TRUE,TRUE
1993,TRUE,Jimmy the Groundhog,Sun Prairie,Wisconsin,USA,43.1826322,-89.2143204,TRUE,Groundhog,TRUE,TRUE
1994,FALSE,Jimmy the Groundhog,Sun Prairie,Wisconsin,USA,43.1826322,-89.2143204,TRUE,Groundhog,TRUE,FALSE
1995,FALSE,Jimmy the Groundhog,Sun Prairie,Wisconsin,USA,43.1826322,-89.2143204,TRUE,Groundhog,TRUE,FALSE
1996,TRUE,Jimmy the Groundhog,Sun Prairie,Wisconsin,USA,43.1826322,-89.2143204,TRUE,Groundhog,TRUE,TRUE
1997,FALSE,Jimmy the Groundhog,Sun Prairie,Wisconsin,USA,43.1826322,-89.2143204,TRUE,Groundhog,TRUE,FALSE
1998,TRUE,Jimmy the Groundhog,Sun Prairie,Wisconsin,USA,43.1826322,-89.2143204,TRUE,Groundhog,TRUE,TRUE
1999,FALSE,Jimmy the Groundhog,Sun Prairie,Wisconsin,USA,43.1826322,-89.2143204,TRUE,Groundhog,TRUE,TRUE
2000,FALSE,Jimmy the Groundhog,Sun Prairie,Wisconsin,USA,43.1826322,-89.2143204,TRUE,Groundhog,TRUE,TRUE
2001,TRUE,Jimmy the Groundhog,Sun Prairie,Wisconsin,USA,43.1826322,-89.2143204,TRUE,Groundhog,TRUE,TRUE
2002,TRUE,Jimmy the Groundhog,Sun Prairie,Wisconsin,USA,43.1826322,-89.2143204,TRUE,Groundhog,TRUE,TRUE
2003,FALSE,Jimmy the Groundhog,Sun Prairie,Wisconsin,USA,43.1826322,-89.2143204,TRUE,Groundhog,TRUE,FALSE
2004,FALSE,Jimmy the Groundhog,Sun Prairie,Wisconsin,USA,43.1826322,-89.2143204,TRUE,Groundhog,TRUE,FALSE
2005,FALSE,Jimmy the Groundhog,Sun Prairie,Wisconsin,USA,43.1826322,-89.2143204,TRUE,Groundhog,TRUE,FALSE
2006,FALSE,Jimmy the Groundhog,Sun Prairie,Wisconsin,USA,43.1826322,-89.2143204,TRUE,Groundhog,TRUE,FALSE
2007,TRUE,Jimmy the Groundhog,Sun Prairie,Wisconsin,USA,43.1826322,-89.2143204,TRUE,Groundhog,TRUE,TRUE
2008,FALSE,Jimmy the Groundhog,Sun Prairie,Wisconsin,USA,43.1826322,-89.2143204,TRUE,Groundhog,TRUE,FALSE
2009,TRUE,Jimmy the Groundhog,Sun Prairie,Wisconsin,USA,43.1826322,-89.2143204,TRUE,Groundhog,TRUE,TRUE
2010,FALSE,Jimmy the Groundhog,Sun Prairie,Wisconsin,USA,43.1826322,-89.2143204,TRUE,Groundhog,TRUE,FALSE
2011,FALSE,Jimmy the Groundhog,Sun Prairie,Wisconsin,USA,43.1826322,-89.2143204,TRUE,Groundhog,TRUE,FALSE
2012,FALSE,Jimmy the Groundhog,Sun Prairie,Wisconsin,USA,43.1826322,-89.2143204,TRUE,Groundhog,TRUE,FALSE
2013,FALSE,Jimmy the Groundhog,Sun Prairie,Wisconsin,USA,43.1826322,-89.2143204,TRUE,Groundhog,TRUE,TRUE
2014,TRUE,Jimmy the Groundhog,Sun Prairie,Wisconsin,USA,43.1826322,-89.2143204,TRUE,Groundhog,TRUE,TRUE
2015,FALSE,Jimmy the Groundhog,Sun Prairie,Wisconsin,USA,43.1826322,-89.2143204,TRUE,Groundhog,TRUE,FALSE
2016,FALSE,Jimmy the Groundhog,Sun Prairie,Wisconsin,USA,43.1826322,-89.2143204,TRUE,Groundhog,TRUE,FALSE
2017,TRUE,Jimmy the Groundhog,Sun Prairie,Wisconsin,USA,43.1826322,-89.2143204,TRUE,Groundhog,TRUE,TRUE
2018,TRUE,Jimmy the Groundhog,Sun Prairie,Wisconsin,USA,43.1826322,-89.2143204,TRUE,Groundhog,TRUE,TRUE
2019,FALSE,Jimmy the Groundhog,Sun Prairie,Wisconsin,USA,43.1826322,-89.2143204,TRUE,Groundhog,TRUE,FALSE
2020,TRUE,Jimmy the Groundhog,Sun Prairie,Wisconsin,USA,43.1826322,-89.2143204,TRUE,Groundhog,TRUE,TRUE
2021,FALSE,Jimmy the Groundhog,Sun Prairie,Wisconsin,USA,43.1826322,-89.2143204,TRUE,Groundhog,TRUE,FALSE
2022,FALSE,Jimmy the Groundhog,Sun Prairie,Wisconsin,USA,43.1826322,-89.2143204,TRUE,Groundhog,TRUE,FALSE
2023,TRUE,Jimmy the Groundhog,Sun Prairie,Wisconsin,USA,43.1826322,-89.2143204,TRUE,Groundhog,TRUE,FALSE
1979,TRUE,Concord Charlie,Athens,West Virginia,USA,37.4245956,-81.0095902,FALSE,Presumed groundhog,TRUE,TRUE
1980,FALSE,Concord Charlie,Athens,West Virginia,USA,37.4245956,-81.0095902,FALSE,Presumed groundhog,TRUE,FALSE
1981,FALSE,Concord Charlie,Athens,West Virginia,USA,37.4245956,-81.0095902,FALSE,Presumed groundhog,TRUE,FALSE
1982,FALSE,Concord Charlie,Athens,West Virginia,USA,37.4245956,-81.0095902,FALSE,Presumed groundhog,TRUE,FALSE
1983,FALSE,Concord Charlie,Athens,West Virginia,USA,37.4245956,-81.0095902,FALSE,Presumed groundhog,TRUE,FALSE
1984,TRUE,Concord Charlie,Athens,West Virginia,USA,37.4245956,-81.0095902,FALSE,Presumed groundhog,TRUE,TRUE
1985,FALSE,Concord Charlie,Athens,West Virginia,USA,37.4245956,-81.0095902,FALSE,Presumed groundhog,TRUE,FALSE
1986,FALSE,Concord Charlie,Athens,West Virginia,USA,37.4245956,-81.0095902,FALSE,Presumed groundhog,TRUE,FALSE
1987,FALSE,Concord Charlie,Athens,West Virginia,USA,37.4245956,-81.0095902,FALSE,Presumed groundhog,TRUE,FALSE
1988,TRUE,Concord Charlie,Athens,West Virginia,USA,37.4245956,-81.0095902,FALSE,Presumed groundhog,TRUE,TRUE
1989,FALSE,Concord Charlie,Athens,West Virginia,USA,37.4245956,-81.0095902,FALSE,Presumed groundhog,TRUE,FALSE
1990,FALSE,Concord Charlie,Athens,West Virginia,USA,37.4245956,-81.0095902,FALSE,Presumed groundhog,TRUE,FALSE
1991,TRUE,Concord Charlie,Athens,West Virginia,USA,37.4245956,-81.0095902,FALSE,Presumed groundhog,TRUE,TRUE
1992,TRUE,Concord Charlie,Athens,West Virginia,USA,37.4245956,-81.0095902,FALSE,Presumed groundhog,TRUE,TRUE
1993,FALSE,Concord Charlie,Athens,West Virginia,USA,37.4245956,-81.0095902,FALSE,Presumed groundhog,TRUE,FALSE
1994,FALSE,Concord Charlie,Athens,West Virginia,USA,37.4245956,-81.0095902,FALSE,Presumed groundhog,TRUE,FALSE
1995,TRUE,Concord Charlie,Athens,West Virginia,USA,37.4245956,-81.0095902,FALSE,Presumed groundhog,TRUE,FALSE
1996,FALSE,Concord Charlie,Athens,West Virginia,USA,37.4245956,-81.0095902,FALSE,Presumed groundhog,TRUE,FALSE
1997,TRUE,Concord Charlie,Athens,West Virginia,USA,37.4245956,-81.0095902,FALSE,Presumed groundhog,TRUE,TRUE
1998,TRUE,Concord Charlie,Athens,West Virginia,USA,37.4245956,-81.0095902,FALSE,Presumed groundhog,TRUE,TRUE
1999,FALSE,Concord Charlie,Athens,West Virginia,USA,37.4245956,-81.0095902,FALSE,Presumed groundhog,TRUE,FALSE
2000,FALSE,Concord Charlie,Athens,West Virginia,USA,37.4245956,-81.0095902,FALSE,Presumed groundhog,TRUE,FALSE
2001,TRUE,Concord Charlie,Athens,West Virginia,USA,37.4245956,-81.0095902,FALSE,Presumed groundhog,TRUE,TRUE
2002,FALSE,Concord Charlie,Athens,West Virginia,USA,37.4245956,-81.0095902,FALSE,Presumed groundhog,TRUE,FALSE
2003,TRUE,Concord Charlie,Athens,West Virginia,USA,37.4245956,-81.0095902,FALSE,Presumed groundhog,TRUE,TRUE
2004,TRUE,Concord Charlie,Athens,West Virginia,USA,37.4245956,-81.0095902,FALSE,Presumed groundhog,TRUE,TRUE
2005,TRUE,Concord Charlie,Athens,West Virginia,USA,37.4245956,-81.0095902,FALSE,Presumed groundhog,TRUE,TRUE
2006,TRUE,Concord Charlie,Athens,West Virginia,USA,37.4245956,-81.0095902,FALSE,Presumed groundhog,TRUE,TRUE
2007,FALSE,Concord Charlie,Athens,West Virginia,USA,37.4245956,-81.0095902,FALSE,Presumed groundhog,TRUE,FALSE
2008,TRUE,Concord Charlie,Athens,West Virginia,USA,37.4245956,-81.0095902,FALSE,Presumed groundhog,TRUE,TRUE
2009,TRUE,Concord Charlie,Athens,West Virginia,USA,37.4245956,-81.0095902,FALSE,Presumed groundhog,TRUE,TRUE
2010,FALSE,Concord Charlie,Athens,West Virginia,USA,37.4245956,-81.0095902,FALSE,Presumed groundhog,TRUE,FALSE
2011,FALSE,Concord Charlie,Athens,West Virginia,USA,37.4245956,-81.0095902,FALSE,Presumed groundhog,TRUE,FALSE
2012,FALSE,Concord Charlie,Athens,West Virginia,USA,37.4245956,-81.0095902,FALSE,Presumed groundhog,TRUE,FALSE
2013,TRUE,Concord Charlie,Athens,West Virginia,USA,37.4245956,-81.0095902,FALSE,Presumed groundhog,TRUE,TRUE
2014,TRUE,Concord Charlie,Athens,West Virginia,USA,37.4245956,-81.0095902,FALSE,Presumed groundhog,TRUE,TRUE
2015,FALSE,Concord Charlie,Athens,West Virginia,USA,37.4245956,-81.0095902,FALSE,Presumed groundhog,TRUE,FALSE
2016,FALSE,Concord Charlie,Athens,West Virginia,USA,37.4245956,-81.0095902,FALSE,Presumed groundhog,TRUE,FALSE
2017,FALSE,Concord Charlie,Athens,West Virginia,USA,37.4245956,-81.0095902,FALSE,Presumed groundhog,TRUE,FALSE
2018,FALSE,Concord Charlie,Athens,West Virginia,USA,37.4245956,-81.0095902,FALSE,Presumed groundhog,TRUE,FALSE
2019,FALSE,Concord Charlie,Athens,West Virginia,USA,37.4245956,-81.0095902,FALSE,Presumed groundhog,TRUE,FALSE
2020,TRUE,Concord Charlie,Athens,West Virginia,USA,37.4245956,-81.0095902,FALSE,Presumed groundhog,TRUE,TRUE
2021,FALSE,Concord Charlie,Athens,West Virginia,USA,37.4245956,-81.0095902,FALSE,Presumed groundhog,TRUE,FALSE
2022,FALSE,Concord Charlie,Athens,West Virginia,USA,37.4245956,-81.0095902,FALSE,Presumed groundhog,TRUE,FALSE
2023,FALSE,Concord Charlie,Athens,West Virginia,USA,37.4245956,-81.0095902,FALSE,Presumed groundhog,TRUE,FALSE
1980,FALSE,Buckeye Chuck,Marion,Ohio,USA,40.6141291,-83.1321507,TRUE,Groundhog,TRUE,FALSE
1981,FALSE,Buckeye Chuck,Marion,Ohio,USA,40.6141291,-83.1321507,TRUE,Groundhog,TRUE,FALSE
1983,FALSE,Buckeye Chuck,Marion,Ohio,USA,40.6141291,-83.1321507,TRUE,Groundhog,TRUE,TRUE
1984,TRUE,Buckeye Chuck,Marion,Ohio,USA,40.6141291,-83.1321507,TRUE,Groundhog,TRUE,TRUE
1986,FALSE,Buckeye Chuck,Marion,Ohio,USA,40.6141291,-83.1321507,TRUE,Groundhog,TRUE,FALSE
1987,FALSE,Buckeye Chuck,Marion,Ohio,USA,40.6141291,-83.1321507,TRUE,Groundhog,TRUE,FALSE
1988,FALSE,Buckeye Chuck,Marion,Ohio,USA,40.6141291,-83.1321507,TRUE,Groundhog,TRUE,FALSE
1989,FALSE,Buckeye Chuck,Marion,Ohio,USA,40.6141291,-83.1321507,TRUE,Groundhog,TRUE,FALSE
1990,FALSE,Buckeye Chuck,Marion,Ohio,USA,40.6141291,-83.1321507,TRUE,Groundhog,TRUE,FALSE
1991,FALSE,Buckeye Chuck,Marion,Ohio,USA,40.6141291,-83.1321507,TRUE,Groundhog,TRUE,FALSE
1993,TRUE,Buckeye Chuck,Marion,Ohio,USA,40.6141291,-83.1321507,TRUE,Groundhog,TRUE,TRUE
1994,TRUE,Buckeye Chuck,Marion,Ohio,USA,40.6141291,-83.1321507,TRUE,Groundhog,TRUE,TRUE
1996,FALSE,Buckeye Chuck,Marion,Ohio,USA,40.6141291,-83.1321507,TRUE,Groundhog,TRUE,FALSE
1997,FALSE,Buckeye Chuck,Marion,Ohio,USA,40.6141291,-83.1321507,TRUE,Groundhog,TRUE,FALSE
1998,FALSE,Buckeye Chuck,Marion,Ohio,USA,40.6141291,-83.1321507,TRUE,Groundhog,TRUE,FALSE
1999,FALSE,Buckeye Chuck,Marion,Ohio,USA,40.6141291,-83.1321507,TRUE,Groundhog,TRUE,FALSE
