year,shadow,name,city,region,country,latitude,longitude,is_groundhog,type,active,was_spring
2016,TRUE,Poor Richard,York,Pennsylvania,USA,39.9658603,-76.729263,FALSE,Taxidermied groundhog,TRUE,TRUE
2017,FALSE,Poor Richard,York,Pennsylvania,USA,39.9658603,-76.729263,FALSE,Taxidermied groundhog,TRUE,FALSE
2018,FALSE,Poor Richard,York,Pennsylvania,USA,39.9658603,-76.729263,FALSE,Taxidermied groundhog,TRUE,FALSE
2019,TRUE,Poor Richard,York,Pennsylvania,USA,39.9658603,-76.729263,FALSE,Taxidermied groundhog,TRUE,TRUE
2020,FALSE,Poor Richard,York,Pennsylvania,USA,39.9658603,-76.729263,FALSE,Taxidermied groundhog,TRUE,FALSE
2021,TRUE,Poor Richard,York,Pennsylvania,USA,39.9658603,-76.729263,FALSE,Taxidermied groundhog,TRUE,TRUE
2022,FALSE,Poor Richard,York,Pennsylvania,USA,39.9658603,-76.729263,FALSE,Taxidermied groundhog,TRUE,FALSE
2023,FALSE,Poor Richard,York,Pennsylvania,USA,39.9658603,-76.729263,FALSE,Taxidermied groundhog,TRUE,FALSE
2004,TRUE,Balzac Billy,Balzac,Alberta,Canada,51.1908339,-114.0008889,FALSE,Person in a gopher suit,TRUE,TRUE
2005,FALSE,Balzac Billy,Balzac,Alberta,Canada,51.1908339,-114.0008889,FALSE,Person in a gopher suit,TRUE,FALSE
2006,FALSE,Balzac Billy,Balzac,Alberta,Canada,51.1908339,-114.0008889,FALSE,Person in a gopher suit,TRUE,FALSE
2008,FALSE,Balzac Billy,Balzac,Alberta,Canada,51.1908339,-114.0008889,FALSE,Person in a gopher suit,TRUE,FALSE
2009,TRUE,Balzac Billy,Balzac,Alberta,Canada,51.1908339,-114.0008889,FALSE,Person in a gopher suit,TRUE,TRUE
2010,FALSE,Balzac Billy,Balzac,Alberta,Canada,51.1908339,-114.0008889,FALSE,Person in a gopher suit,TRUE,FALSE
2011,TRUE,Balzac Billy,Balzac,Alberta,Canada,51.1908339,-114.0008889,FALSE,Person in a gopher suit,TRUE,TRUE
2012,TRUE,Balzac Billy,Balzac,Alberta,Canada,51.1908339,-114.0008889,FALSE,Person in a gopher suit,TRUE,TRUE
2013,FALSE,Balzac Billy,Balzac,Alberta,Canada,51.1908339,-114.0008889,FALSE,Person in a gopher suit,TRUE,FALSE
2014,FALSE,Balzac Billy,Balzac,Alberta,Canada,51.1908339,-114.0008889,FALSE,Person in a gopher suit,TRUE,FALSE
2015,FALSE,Balzac Billy,Balzac,Alberta,Canada,51.1908339,-114.0008889,FALSE,Person in a gopher suit,TRUE,FALSE
2016,FALSE,Balzac Billy,Balzac,Alberta,Canada,51.1908339,-114.0008889,FALSE,Person in a gopher suit,TRUE,FALSE
2017,TRUE,Balzac Billy,Balzac,Alberta,Canada,51.1908339,-114.0008889,FALSE,Person in a gopher suit,TRUE,TRUE
2018,FALSE,Balzac Billy,Balzac,Alberta,Canada,51.1908339,-114.0008889,FALSE,Person in a gopher suit,TRUE,FALSE
2019,FALSE,Balzac Billy,Balzac,Alberta,Canada,51.1908339,-114.0008889,FALSE,Person in a gopher suit,TRUE,TRUE
2020,FALSE,Balzac Billy,Balzac,Alberta,Canada,51.1908339,-114.0008889,FALSE,Person in a gopher suit,TRUE,FALSE
2021,TRUE,Balzac Billy,Balzac,Alberta,Canada,51.1908339,-114.0008889,FALSE,Person in a gopher suit,TRUE,TRUE
2022,TRUE,Balzac Billy,Balzac,Alberta,Canada,51.1908339,-114.0008889,FALSE,Person in a gopher suit,TRUE,TRUE
2023,FALSE,Balzac Billy,Balzac,Alberta,Canada,51.1908339,-114.0008889,FALSE,Person in a gopher suit,TRUE,FALSE
2004,TRUE,Uni the Groundhog,Myerstown,Pennsylvania,USA,40.4181266,-76.2999232,FALSE,Taxidermied groundhog,TRUE,TRUE
2005,TRUE,Uni the Groundhog,Myerstown,Pennsylvania,USA,40.4181266,-76.2999232,FALSE,Taxidermied groundhog,TRUE,TRUE
2006,TRUE,Uni the Groundhog,Myerstown,Pennsylvania,USA,40.4181266,-76.2999232,FALSE,Taxidermied groundhog,TRUE,FALSE
2007,TRUE,Uni the Groundhog,Myerstown,Pennsylvania,USA,40.4181266,-76.2999232,FALSE,Taxidermied groundhog,TRUE,TRUE
2008,FALSE,Uni the Groundhog,Myerstown,Pennsylvania,USA,40.4181266,-76.2999232,FALSE,Taxidermied groundhog,TRUE,TRUE
2009,TRUE,Uni the Groundhog,Myerstown,Pennsylvania,USA,40.4181266,-76.2999232,FALSE,Taxidermied groundhog,TRUE,TRUE
2010,FALSE,Uni the Groundhog,Myerstown,Pennsylvania,USA,40.4181266,-76.2999232,FALSE,Taxidermied groundhog,TRUE,FALSE
2011,TRUE,Uni the Groundhog,Myerstown,Pennsylvania,USA,40.4181266,-76.2999232,FALSE,Taxidermied groundhog,TRUE,TRUE
2012,TRUE,Uni the Groundhog,Myerstown,Pennsylvania,USA,40.4181266,-76.2999232,FALSE,Taxidermied groundhog,TRUE,TRUE
2013,TRUE,Uni the Groundhog,Myerstown,Pennsylvania,USA,40.4181266,-76.2999232,FALSE,Taxidermied groundhog,TRUE,FALSE
2014,TRUE,Uni the Groundhog,Myerstown,Pennsylvania,USA,40.4181266,-76.2999232,FALSE,Taxidermied groundhog,TRUE,TRUE
2015,TRUE,Uni the Groundhog,Myerstown,Pennsylvania,USA,40.4181266,-76.2999232,FALSE,Taxidermied groundhog,TRUE,TRUE
2016,TRUE,Uni the Groundhog,Myerstown,Pennsylvania,USA,40.4181266,-76.2999232,FALSE,Taxidermied groundhog,TRUE,TRUE
2017,FALSE,Uni the Groundhog,Myerstown,Pennsylvania,USA,40.4181266,-76.2999232,FALSE,Taxidermied groundhog,TRUE,FALSE
2018,TRUE,Uni the Groundhog,Myerstown,Pennsylvania,USA,40.4181266,-76.2999232,FALSE,Taxidermied groundhog,TRUE,TRUE
2019,TRUE,Uni the Groundhog,Myerstown,Pennsylvania,USA,40.4181266,-76.2999232,FALSE,Taxidermied groundhog,TRUE,TRUE
2020,TRUE,Uni the Groundhog,Myerstown,Pennsylvania,USA,40.4181266,-76.2999232,FALSE,Taxidermied groundhog,TRUE,TRUE
2022,FALSE,Uni the Groundhog,Myerstown,Pennsylvania,USA,40.4181266,-76.2999232,FALSE,Taxidermied groundhog,TRUE,TRUE
2023,TRUE,Uni the Groundhog,Myerstown,Pennsylvania,USA,40.4181266,-76.2999232,FALSE,Taxidermied groundhog,TRUE,TRUE
2007,FALSE,Grover and Sue,Pine Grove,Pennsylvania,USA,40.5716175,-76.3676593,FALSE,Taxidermied groundhogs,TRUE,FALSE
2008,FALSE,Grover and Sue,Pine Grove,Pennsylvania,USA,40.5716175,-76.3676593,FALSE,Taxidermied groundhogs,TRUE,FALSE
2009,TRUE,Grover and Sue,Pine Grove,Pennsylvania,USA,40.5716175,-76.3676593,FALSE,Taxidermied groundhogs,TRUE,TRUE
2010,TRUE,Grover and Sue,Pine Grove,Pennsylvania,USA,40.5716175,-76.3676593,FALSE,Taxidermied groundhogs,TRUE,TRUE
2011,FALSE,Grover and Sue,Pine Grove,Pennsylvania,USA,40.5716175,-76.3676593,FALSE,Taxidermied groundhogs,TRUE,FALSE
2012,TRUE,Grover and Sue,Pine Grove,Pennsylvania,USA,40.5716175,-76.3676593,FALSE,Taxidermied groundhogs,TRUE,TRUE
2013,TRUE,Grover and Sue,Pine Grove,Pennsylvania,USA,40.5716175,-76.3676593,FALSE,Taxidermied groundhogs,TRUE,TRUE
2014,TRUE,Grover and Sue,Pine Grove,Pennsylvania,USA,40.5716175,-76.3676593,FALSE,Taxidermied groundhogs,TRUE,TRUE
2015,TRUE,Grover and Sue,Pine Grove,Pennsylvania,USA,40.5716175,-76.3676593,FALSE,Taxidermied groundhogs,TRUE,FALSE
2016,TRUE,Grover and Sue,Pine Grove,Pennsylvania,USA,40.5716175,-76.3676593,FALSE,Taxidermied groundhogs,TRUE,TRUE
2017,FALSE,Grover and Sue,Pine Grove,Pennsylvania,USA,40.5716175,-76.3676593,FALSE,Taxidermied groundhogs,TRUE,FALSE
2018,FALSE,Grover and Sue,Pine Grove,Pennsylvania,USA,40.5716175,-76.3676593,FALSE,Taxidermied groundhogs,TRUE,FALSE
2019,TRUE,Grover and Sue,Pine Grove,Pennsylvania,USA,40.5716175,-76.3676593,FALSE,Taxidermied groundhogs,TRUE,TRUE
2020,FALSE,Grover and Sue,Pine Grove,Pennsylvania,USA,40.5716175,-76.3676593,FALSE,Taxidermied groundhogs,TRUE,FALSE
2021,FALSE,Grover and Sue,Pine Grove,Pennsylvania,USA,40.5716175,-76.3676593,FALSE,Taxidermied groundhogs,TRUE,TRUE
2022,FALSE,Grover and Sue,Pine Grove,Pennsylvania,USA,40.5716175,-76.3676593,FALSE,Taxidermied groundhogs,TRUE,FALSE
2023,FALSE,Grover and Sue,Pine Grove,Pennsylvania,USA,40.5716175,-76.3676593,FALSE,Taxidermied groundhogs,TRUE,FALSE
2008,TRUE,Ms. G,Lincoln,Massachusetts,USA,42.4094032,-71.333952300000007,TRUE,Groundhog,TRUE,FALSE
2009,FALSE,Ms. G,Lincoln,Massachusetts,USA,42.4094032,-71.333952300000007,TRUE,Groundhog,TRUE,FALSE
2010,TRUE,Ms. G,Lincoln,Massachusetts,USA,42.4094032,-71.333952300000007,TRUE,Groundhog,TRUE,TRUE
2011,FALSE,Ms. G,Lincoln,Massachusetts,USA,42.4094032,-71.333952300000007,TRUE,Groundhog,TRUE,TRUE
2012,FALSE,Ms. G,Lincoln,Massachusetts,USA,42.4094032,-71.333952300000007,TRUE,Groundhog,TRUE,FALSE
2013,TRUE,Ms. G,Lincoln,Massachusetts,USA,42.4094032,-71.333952300000007,TRUE,Groundhog,TRUE,TRUE
2014,TRUE,Ms. G,Lincoln,Massachusetts,USA,42.4094032,-71.333952300000007,TRUE,Groundhog,TRUE,TRUE
2015,FALSE,Ms. G,Lincoln,Massachusetts,USA,42.4094032,-71.333952300000007,TRUE,Groundhog,TRUE,FALSE
2016,TRUE,Ms. G,Lincoln,Massachusetts,USA,42.4094032,-71.333952300000007,TRUE,Groundhog,TRUE,TRUE
2017,TRUE,Ms. G,Lincoln,Massachusetts,USA,42.4094032,-71.333952300000007,TRUE,Groundhog,TRUE,TRUE
2018,TRUE,Ms. G,Lincoln,Massachusetts,USA,42.4094032,-71.333952300000007,TRUE,Groundhog,TRUE,TRUE
2019,TRUE,Ms. G,Lincoln,Massachusetts,USA,42.4094032,-71.333952300000007,TRUE,Groundhog,TRUE,TRUE
2020,FALSE,Ms. G,Lincoln,Massachusetts,USA,42.4094032,-71.333952300000007,TRUE,Groundhog,TRUE,FALSE
2021,FALSE,Ms. G,Lincoln,Massachusetts,USA,42.4094032,-71.333952300000007,TRUE,Groundhog,TRUE,FALSE
2022,FALSE,Ms. G,Lincoln,Massachusetts,USA,42.4094032,-71.333952300000007,TRUE,Groundhog,TRUE,TRUE
2023,FALSE,Ms. G,Lincoln,Massachusetts,USA,42.4094032,-71.333952300000007,TRUE,Groundhog,TRUE,FALSE
2006,FALSE,Stormy Marmot,Aurora,Colorado,USA,39.6890151,-104.8269175,FALSE,Plush yellow-bellied marmot,TRUE,FALSE
2008,TRUE,Stormy Marmot,Aurora,Colorado,USA,39.6890151,-104.8269175,FALSE,Plush yellow-bellied marmot,TRUE,TRUE
2010,TRUE,Stormy Marmot,Aurora,Colorado,USA,39.6890151,-104.8269175,FALSE,Plush yellow-bellied marmot,TRUE,TRUE
2011,TRUE,Stormy Marmot,Aurora,Colorado,USA,39.6890151,-104.8269175,FALSE,Plush yellow-bellied marmot,TRUE,TRUE
2012,FALSE,Stormy Marmot,Aurora,Colorado,USA,39.6890151,-104.8269175,FALSE,Plush yellow-bellied marmot,TRUE,FALSE
2013,TRUE,Stormy Marmot,Aurora,Colorado,USA,39.6890151,-104.8269175,FALSE,Plush yellow-bellied marmot,TRUE,TRUE
2014,TRUE,Stormy Marmot,Aurora,Colorado,USA,39.6890151,-104.8269175,FALSE,Plush yellow-bellied marmot,TRUE,TRUE
2015,FALSE,Stormy Marmot,Aurora,Colorado,USA,39.6890151,-104.8269175,FALSE,Plush yellow-bellied marmot,TRUE,FALSE
2016,FALSE,Stormy Marmot,Aurora,Colorado,USA,39.6890151,-104.8269175,FALSE,Plush yellow-bellied marmot,TRUE,FALSE
2017,FALSE,Stormy Marmot,Aurora,Colorado,USA,39.6890151,-104.8269175,FALSE,Plush yellow-bellied marmot,TRUE,FALSE
2018,FALSE,Stormy Marmot,Aurora,Colorado,USA,39.6890151,-104.8269175,FALSE,Plush yellow-bellied marmot,TRUE,FALSE
2019,TRUE,Stormy Marmot,Aurora,Colorado,USA,39.6890151,-104.8269175,FALSE,Plush yellow-bellied marmot,TRUE,TRUE
2020,TRUE,Stormy Marmot,Aurora,Colorado,USA,39.6890151,-104.8269175,FALSE,Plush yellow-bellied marmot,TRUE,TRUE
2021,TRUE,Stormy Marmot,Aurora,Colorado,USA,39.6890151,-104.8269175,FALSE,Plush yellow-bellied marmot,TRUE,TRUE
2022,FALSE,Stormy Marmot,Aurora,Colorado,USA,39.6890151,-104.8269175,FALSE,Plush yellow-bellied marmot,TRUE,FALSE
2023,TRUE,Stormy Marmot,Aurora,Colorado,USA,39.6890151,-104.8269175,FALSE,Plush yellow-bellied marmot,TRUE,TRUE
2008,FALSE,Chuckles the Groundhog,Manchester,Connecticut,USA,41.7555391,-72.5221167,TRUE,Groundhog,TRUE,FALSE
2009,TRUE,Chuckles the Groundhog,Manchester,Connecticut,USA,41.7555391,-72.5221167,TRUE,Groundhog,TRUE,TRUE
2010,TRUE,Chuckles the Groundhog,Manchester,Connecticut,USA,41.7555391,-72.5221167,TRUE,Groundhog,TRUE,TRUE
2011,FALSE,Chuckles the Groundhog,Manchester,Connecticut,USA,41.7555391,-72.5221167,TRUE,Groundhog,TRUE,FALSE
2012,FALSE,Chuckles the Groundhog,Manchester,Connecticut,USA,41.7555391,-72.5221167,TRUE,Groundhog,TRUE,FALSE
2013,TRUE,Chuckles the Groundhog,Manchester,Connecticut,USA,41.7555391,-72.5221167,TRUE,Groundhog,TRUE,TRUE
2014,TRUE,Chuckles the Groundhog,Manchester,Connecticut,USA,41.7555391,-72.5221167,TRUE,Groundhog,TRUE,TRUE
2015,TRUE,Chuckles the Groundhog,Manchester,Connecticut,USA,41.7555391,-72.5221167,TRUE,Groundhog,TRUE,TRUE
2016,FALSE,Chuckles the Groundhog,Manchester,Connecticut,USA,41.7555391,-72.5221167,TRUE,Groundhog,TRUE,FALSE
2017,FALSE,Chuckles the Groundhog,Manchester,Connecticut,USA,41.7555391,-72.5221167,TRUE,Groundhog,TRUE,FALSE
2018,FALSE,Chuckles the Groundhog,Manchester,Connecticut,USA,41.7555391,-72.5221167,TRUE,Groundhog,TRUE,FALSE
2019,FALSE,Chuckles the Groundhog,Manchester,Connecticut,USA,41.7555391,-72.5221167,TRUE,Groundhog,TRUE,FALSE
2020,FALSE,Chuckles the Groundhog,Manchester,Connecticut,USA,41.7555391,-72.5221167,TRUE,Groundhog,TRUE,FALSE
2022,TRUE,Chuckles the Groundhog,Manchester,Connecticut,USA,41.7555391,-72.5221167,TRUE,Groundhog,TRUE,TRUE
2023,FALSE,Chuckles the Groundhog,Manchester,Connecticut,USA,41.7555391,-72.5221167,TRUE,Groundhog,TRUE,FALSE
2008,FALSE,Stonewall Jackson,Wantage,New Jersey,USA,41.2109112,-74.6968543,TRUE,Groundhog,TRUE,FALSE
2009,TRUE,Stonewall Jackson,Wantage,New Jersey,USA,41.2109112,-74.6968543,TRUE,Groundhog,TRUE,TRUE
2010,FALSE,Stonewall Jackson,Wantage,New Jersey,USA,41.2109112,-74.6968543,TRUE,Groundhog,TRUE,FALSE
2011,FALSE,Stonewall Jackson,Wantage,New Jersey,USA,41.2109112,-74.6968543,TRUE,Groundhog,TRUE,FALSE
2012,FALSE,Stonewall Jackson,Wantage,New Jersey,USA,41.2109112,-74.6968543,TRUE,Groundhog,TRUE,FALSE
2013,TRUE,Stonewall Jackson,Wantage,New Jersey,USA,41.2109112,-74.6968543,TRUE,Groundhog,TRUE,TRUE
2014,FALSE,Stonewall Jackson,Wantage,New Jersey,USA,41.2109112,-74.6968543,TRUE,Groundhog,TRUE,FALSE
2015,FALSE,Stonewall Jackson,Wantage,New Jersey,USA,41.2109112,-74.6968543,TRUE,Groundhog,TRUE,FALSE
2017,FALSE,Stonewall Jackson,Wantage,New Jersey,USA,41.2109112,-74.6968543,TRUE,Groundhog,TRUE,FALSE
2018,TRUE,Stonewall Jackson,Wantage,New Jersey,USA,41.2109112,-74.6968543,TRUE,Groundhog,TRUE,TRUE
2019,TRUE,Stonewall Jackson,Wantage,New Jersey,USA,41.2109112,-74.6968543,TRUE,Groundhog,TRUE,TRUE
2020,FALSE,Stonewall Jackson,Wantage,New Jersey,USA,41.2109112,-74.6968543,TRUE,Groundhog,TRUE,FALSE
2021,FALSE,Stonewall Jackson,Wantage,New Jersey,USA,41.2109112,-74.6968543,TRUE,Groundhog,TRUE,FALSE
2022,FALSE,Stonewall Jackson,Wantage,New Jersey,USA,41.2109112,-74.6968543,TRUE,Groundhog,TRUE,FALSE
2023,FALSE,Stonewall Jackson,Wantage,New Jersey,USA,41.2109112,-74.6968543,TRUE,Groundhog,TRUE,FALSE
2010,TRUE,Flatiron Freddy,Boulder,Colorado,USA,40.0247794,-105.2271559,FALSE,Taxidermied yellow-bellied marmot,TRUE,TRUE
2011,TRUE,Flatiron Freddy,Boulder,Colorado,USA,40.0247794,-105.2271559,FALSE,Taxidermied yellow-bellied marmot,TRUE,TRUE
2012,FALSE,Flatiron Freddy,Boulder,Colorado,USA,40.0247794,-105.2271559,FALSE,Taxidermied yellow-bellied marmot,TRUE,FALSE
2013,TRUE,Flatiron Freddy,Boulder,Colorado,USA,40.0247794,-105.2271559,FALSE,Taxidermied yellow-bellied marmot,TRUE,TRUE
2014,FALSE,Flatiron Freddy,Boulder,Colorado,USA,40.0247794,-105.2271559,FALSE,Taxidermied yellow-bellied marmot,TRUE,FALSE
2015,TRUE,Flatiron Freddy,Boulder,Colorado,USA,40.0247794,-105.2271559,FALSE,Taxidermied yellow-bellied marmot,TRUE,TRUE
2016,FALSE,Flatiron Freddy,Boulder,Colorado,USA,40.0247794,-105.2271559,FALSE,Taxidermied yellow-bellied marmot,TRUE,FALSE
2017,FALSE,Flatiron Freddy,Boulder,Colorado,USA,40.0247794,-105.2271559,FALSE,Taxidermied yellow-bellied marmot,TRUE,FALSE
2018,TRUE,Flatiron Freddy,Boulder,Colorado,USA,40.0247794,-105.2271559,FALSE,Taxidermied yellow-bellied marmot,TRUE,TRUE
2019,TRUE,Flatiron Freddy,Boulder,Colorado,USA,40.0247794,-105.2271559,FALSE,Taxidermied yellow-bellied marmot,TRUE,TRUE
